From Type,source,Edge,To Type,target,Weight
Precedents,"Venice Hospital, Le Corbusier",serves as a ,Programme,Hospital,
Precedents,"Venice Hospital, Le Corbusier",has Attribute,Attribute,modular,
Precedents,"Venice Hospital, Le Corbusier",has Attribute,Attribute,courtyard,
Precedents,"Venice Hospital, Le Corbusier",has Attribute,Attribute,clerestory windows,
Precedents,"Venice Hospital, Le Corbusier",has Principle,Principle,machine for living,
Precedents,"Venice Hospital, Le Corbusier",has Principle,Principle,seamless,
Precedents,"Venice Hospital, Le Corbusier",has Principle,Principle,interconnectivity,
Precedents,"Venice Hospital, Le Corbusier",has Principle,Principle,clustered,
Precedents,"Venice Hospital, Le Corbusier",relates to,Sub-Aspects,Spatial Organisation: Grid,
Precedents,Philips Pavilion,is designed by,Architect,Le Corbusier,
Precedents,Philips Pavilion,is designed by,Architect,Iannis Xenakis,
Precedents,Philips Pavilion,is designed/built in,Year,1958,
Precedents,Philips Pavilion,is located in,Location,Belgium,
Precedents,Philips Pavilion,has Style,Style,Modern,
Precedents,Philips Pavilion,serves as a ,Programme,Pavilion,
Precedents,Philips Pavilion,is built using,Material,Concrete,
Precedents,Philips Pavilion,has Attribute,Attribute,sound,
Precedents,Philips Pavilion,has Attribute,Attribute,harmony,
Precedents,Philips Pavilion,has Attribute,Attribute,expo,
Precedents,Philips Pavilion,has Attribute,Attribute,electronic,
Precedents,Philips Pavilion,has Principle,Principle,gastalt,
Precedents,Philips Pavilion,has Principle,Principle,temporary,
Precedents,Philips Pavilion,has Principle,Principle,utopia,
Precedents,Philips Pavilion,has Principle,Principle,tension,
Precedents,Philips Pavilion,has Principle,Principle,algorithm,
Precedents,Philips Pavilion,relates to,Sub-Aspects,Structure: Tensile,
Precedents,Villa Shodhan,is designed by,Architect,Le Corbusier,
Precedents,Villa Shodhan,is designed/built in,Year,1954,
Precedents,Villa Shodhan,is located in,Location,India,
Precedents,Villa Shodhan,has Style,Style,Modern,
Precedents,Villa Shodhan,serves as a ,Programme,Residence,
Precedents,Villa Shodhan,is built using,Material,Concrete,
Precedents,Villa Shodhan,has Attribute,Attribute,clerestory windows,
Precedents,Villa Shodhan,has Principle,Principle,porous,
Precedents,Villa Shodhan,has Principle,Principle,rectilinear,
Precedents,Villa Shodhan,relates to,Sub-Aspects,Spatial Organisation: Grid,
Precedents,Vitra Fire Station,is designed by,Architect,Zaha Hadid Architects,
Precedents,Vitra Fire Station,is designed/built in,Year,1993,
Precedents,Vitra Fire Station,is located in,Location,Germany,
Precedents,Vitra Fire Station,has Style,Style,Contemporary,
Precedents,Vitra Fire Station,serves as a ,Programme,Museum,
Precedents,Vitra Fire Station,serves as a ,Programme,Civic Building,
Precedents,Vitra Fire Station,is built using,Material,Concrete,
Precedents,Vitra Fire Station,is built using,Material,Glass ,
Precedents,Vitra Fire Station,is built using,Material,Steel,
Precedents,Vitra Fire Station,has Attribute,Attribute,layered,
Precedents,Vitra Fire Station,has Attribute,Attribute,prismatic,
Precedents,Vitra Fire Station,has Attribute,Attribute,stretching,
Precedents,Vitra Fire Station,has Attribute,Attribute,screen,
Precedents,Vitra Fire Station,has Principle,Principle,linear,
Precedents,Vitra Fire Station,has Principle,Principle,hermetic,
Precedents,Vitra Fire Station,has Principle,Principle,frozen,
Precedents,Vitra Fire Station,has Principle,Principle,sharpness,
Precedents,Vitra Fire Station,relates to,Sub-Aspects,Operation: Slot,
Precedents,Vuoksenniska Church,is designed by,Architect,Alvar Aalto,
Precedents,Vuoksenniska Church,is designed/built in,Year,1958,
Precedents,Vuoksenniska Church,is located in,Location,Finland,
Precedents,Vuoksenniska Church,has Style,Style,Modern,
Precedents,Vuoksenniska Church,serves as a ,Programme,Religious,
Precedents,Vuoksenniska Church,is built using,Material,Brick,
Precedents,Vuoksenniska Church,is built using,Material,Concrete,
Precedents,Vuoksenniska Church,is built using,Material,Copper,
Precedents,Vuoksenniska Church,has Attribute,Attribute,motifs,
Precedents,Vuoksenniska Church,has Attribute,Attribute,moveable walls,
Precedents,Vuoksenniska Church,has Attribute,Attribute,triangular,
Precedents,Vuoksenniska Church,has Principle,Principle,social,
Precedents,Vuoksenniska Church,has Principle,Principle,asymmetrical,
Precedents,Vuoksenniska Church,relates to,Sub-Aspects,Circulation: Linear,
Precedents,W. A. Glasner House,is designed by,Architect,Frank Lloyd Wright,
Precedents,W. A. Glasner House,is designed/built in,Year,1905,
Precedents,W. A. Glasner House,is located in,Location,United States,
Precedents,W. A. Glasner House,has Style,Style,Prairie School,
Precedents,W. A. Glasner House,serves as a ,Programme,Residence,
Precedents,W. A. Glasner House,is built using,Material,Wood,
Precedents,W. A. Glasner House,is built using,Material,Glass,
Precedents,W. A. Glasner House,has Attribute,Attribute,octagonal,
Precedents,W. A. Glasner House,has Principle,Principle,asymmetrical,
Precedents,W. A. Glasner House,relates to,Sub-Aspects,Ordering Principles: Axis,
Precedents,Walt Disney Concert Hall,is designed by,Architect,Frank Gehry,
Precedents,Walt Disney Concert Hall,is designed/built in,Year,2003,
Precedents,Walt Disney Concert Hall,is located in,Location,United States,
Precedents,Walt Disney Concert Hall,has Style,Style,Deconstructivism,
Precedents,Walt Disney Concert Hall,serves as a ,Programme,Concert Hall / Theatre,
Precedents,Walt Disney Concert Hall,is built using,Material,Steel,
Precedents,Walt Disney Concert Hall,is built using,Material,Glass,
Precedents,Walt Disney Concert Hall,has Attribute,Attribute,skylight,
Precedents,Walt Disney Concert Hall,has Attribute,Attribute,undulating,
Precedents,Walt Disney Concert Hall,has Attribute,Attribute,angled,
Precedents,Walt Disney Concert Hall,has Principle,Principle,curvilinear,
Precedents,Walt Disney Concert Hall,has Principle,Principle,asymmetrical,
Precedents,Walt Disney Concert Hall,relates to,Sub-Aspects,Structure: Steel Frame,
Precedents,Wingspread,is designed by,Architect,Frank Lloyd Wright,
Precedents,Wingspread,is designed/built in,Year,1937,
Precedents,Wingspread,is located in,Location,United States,
Precedents,Wingspread,has Style,Style,Prairie School,
Precedents,Wingspread,serves as a ,Programme,Residence,
Precedents,Wingspread,is built using,Material,Brick,
Precedents,Wingspread,has Attribute,Attribute,skylight,
Precedents,Wingspread,relates to,Sub-Aspects,Spatial Organisations: Radial,
Sub-Aspects,Operation: Subtract,is part of,Aspects,Operation,
Sub-Aspects,Operation: Curve,is part of,Aspects,Operation,
Sub-Aspects,Structure: Space Frame,is part of,Aspects,Structure,
Sub-Aspects,Ordering Principle: Symmetry,is part of,Aspects,Ordering Principle,
Sub-Aspects,Spatial Organisation: Clustered,is part of,Aspects,Spatial Organisation,
Sub-Aspects,Structure: Tensile,is part of,Aspects,Structure,
Sub-Aspects,Operation: Modular,is part of,Aspects,Operation,
Sub-Aspects,Site: Climate,is part of,Aspects,Site,
Sub-Aspects,Operation: Crumple,is part of,Aspects,Operation,
Sub-Aspects,Operation: Fold,is part of,Aspects,Operation,
Sub-Aspects,Circulation: Linear,is part of,Aspects,Circulation,
Sub-Aspects,Circulation: Ramp,is part of,Aspects,Circulation,
Sub-Aspects,Site: Topography,is part of,Aspects,Site,
Sub-Aspects,Spatial Organisation: Linear,is part of,Aspects,Spatial Organisation,
Sub-Aspects,Operation: Inflate,is part of,Aspects,Operation,
Sub-Aspects,Ordering Principle: Axis,is part of,Aspects,Ordering Principle,
Sub-Aspects,Ordering Principle: Repetition,is part of,Aspects,Ordering Principle,
Sub-Aspects,Ordering Principle: Hierachy,is part of,Aspects,Ordering Principle,
Sub-Aspects,Spatial Organisation: Centralised,is part of,Aspects,Spatial Organisation,
Sub-Aspects,Site: Heritage,is part of,Aspects,Site,
Year,1656,is part of,Style,Baroque,
Year,1772,is part of,Style,Baroque,
Year,1656,is part of,Style,Rococo,
Year,1772,is part of,Style,Rococo,
Year,1772,is part of,Style,Neoclassicism,
Year,1905,is part of,Style,Neoclassicism,
Year,1909,is part of,Style,Neoclassicism,
Year,1922,is part of,Style,Neoclassicism,
Year,1925,is part of,Style,Neoclassicism,
Year,1905,is part of,Style,Art Nouveau,
Year,1909,is part of,Style,Art Nouveau,
Year,1905,is part of,Style,Beaux Arts,
Year,1909,is part of,Style,Beaux Arts,
Year,1922,is part of,Style,Beaux Arts,
Year,1925,is part of,Style,Beaux Arts,
Year,1905,is part of,Style,Neo-Gothic,
Year,1909,is part of,Style,Neo-Gothic,
Year,1922,is part of,Style,Neo-Gothic,
Year,1925,is part of,Style,Neo-Gothic,
Year,1928,is part of,Style,Neo-Gothic,
Year,1929,is part of,Style,Neo-Gothic,
Year,1925,is part of,Style,Art Deco,
Year,1928,is part of,Style,Art Deco,
Year,1929,is part of,Style,Art Deco,
Year,1937,is part of,Style,Art Deco,
Year,1905,is part of,Style,Modern,
Year,1909,is part of,Style,Modern,
Year,1922,is part of,Style,Modern,
Year,1925,is part of,Style,Modern,
Year,1928,is part of,Style,Modern,
Year,1929,is part of,Style,Modern,
Year,1937,is part of,Style,Modern,
Year,1939,is part of,Style,Modern,
Year,1947,is part of,Style,Modern,
Year,1948,is part of,Style,Modern,
Year,1949,is part of,Style,Modern,
Year,1952,is part of,Style,Modern,
Year,1954,is part of,Style,Modern,
Year,1958,is part of,Style,Modern,
Year,1962,is part of,Style,Modern,
Year,1963,is part of,Style,Modern,
Year,1965,is part of,Style,Modern,
Year,1967,is part of,Style,Modern,
Year,1970,is part of,Style,Modern,
Year,1972,is part of,Style,Modern,
Year,1973,is part of,Style,Modern,
Year,1977,is part of,Style,Modern,
Year,1978,is part of,Style,Modern,
Year,1984,is part of,Style,Modern,
Year,1986,is part of,Style,Modern,
Year,1987,is part of,Style,Modern,
Year,1988,is part of,Style,Modern,
Year,1993,is part of,Style,Modern,
Year,1994,is part of,Style,Modern,
Year,1995,is part of,Style,Modern,
Year,1996,is part of,Style,Modern,
Year,1997,is part of,Style,Modern,
Year,1998,is part of,Style,Modern,
Year,1999,is part of,Style,Modern,
Year,2000,is part of,Style,Modern,
Year,2003,is part of,Style,Modern,
Year,2006,is part of,Style,Modern,
Year,2007,is part of,Style,Modern,
Year,2009,is part of,Style,Modern,
Year,2010,is part of,Style,Modern,
Year,2013,is part of,Style,Modern,
Year,2014,is part of,Style,Modern,
Year,2015,is part of,Style,Modern,
Year,2016,is part of,Style,Modern,
Year,2017,is part of,Style,Modern,
Year,2019,is part of,Style,Modern,
Year,1972,is part of,Style,Postmodern,
Year,1973,is part of,Style,Postmodern,
Year,1977,is part of,Style,Postmodern,
Year,1978,is part of,Style,Postmodern,
Year,1984,is part of,Style,Postmodern,
Year,1986,is part of,Style,Postmodern,
Year,1987,is part of,Style,Postmodern,
Year,1988,is part of,Style,Postmodern,
Year,1993,is part of,Style,Postmodern,
Year,1994,is part of,Style,Postmodern,
Year,1995,is part of,Style,Postmodern,
Year,1996,is part of,Style,Postmodern,
Year,1997,is part of,Style,Postmodern,
Year,1998,is part of,Style,Postmodern,
Year,1999,is part of,Style,Postmodern,
Year,2000,is part of,Style,Postmodern,
Year,2003,is part of,Style,Postmodern,
Year,2006,is part of,Style,Postmodern,
Year,2007,is part of,Style,Postmodern,
Year,2009,is part of,Style,Postmodern,
Year,2010,is part of,Style,Postmodern,
Year,2013,is part of,Style,Postmodern,
Year,2014,is part of,Style,Postmodern,
Year,2015,is part of,Style,Postmodern,
Year,2016,is part of,Style,Postmodern,
Year,2017,is part of,Style,Postmodern,
Year,2019,is part of,Style,Postmodern,
Year,1997,is part of,Style,Neo-futurism,
Year,1998,is part of,Style,Neo-futurism,
Year,1999,is part of,Style,Neo-futurism,
Year,2000,is part of,Style,Neo-futurism,
Year,2003,is part of,Style,Neo-futurism,
Year,2006,is part of,Style,Neo-futurism,
Year,2007,is part of,Style,Neo-futurism,
Year,2009,is part of,Style,Neo-futurism,
Year,2010,is part of,Style,Neo-futurism,
Year,2013,is part of,Style,Neo-futurism,
Year,2014,is part of,Style,Neo-futurism,
Year,2015,is part of,Style,Neo-futurism,
Year,2016,is part of,Style,Neo-futurism,
Year,2017,is part of,Style,Neo-futurism,
Year,2019,is part of,Style,Neo-futurism,
