From Type,From Name,Edge,To Type,To Name,Weight
Precedents,Unité d'Habitation,has Attribute,Attribute,"cross ventilation0.17774025030031315
",11
Precedents,Unité d'Habitation,has Attribute,Attribute,open volume,10
Precedents,Unité d'Habitation,has Principle,Principle,multi-family,7
Precedents,Unité d'Habitation,has Principle,Principle,communal,13
Precedents,Unité d'Habitation,has Principle,Principle,vertical garden city,12
Precedents,Unité d'Habitation,has Principle,Principle,functionally optimised,12
Precedents,Unité d'Habitation,has Principle,Principle,mechanistic,8
Precedents,Unité d'Habitation,has Principle,Principle,Five Points of Architecture,8
Precedents,Unité d'Habitation,has Principle,Principle,brutalist,7
Precedents,Unité d'Habitation,has Principle,Principle,modular,5
Precedents,Unité d'Habitation,relates to,Sub-Aspects,Spatial Organisations: Linear,11
Precedents,V&A Spiral,is designed by,Architect,Studio Libeskind,15
Precedents,V&A Spiral,is designed/built in,Year,1996,6
Precedents,V&A Spiral,is located in,Location,England,12
Precedents,V&A Spiral,has Style,Style,Contemporary,13
Precedents,V&A Spiral,serves as a ,Programme,Museum,10
Precedents,V&A Spiral,has Attribute,Attribute,column-free spaces,6
Precedents,V&A Spiral,has Attribute,Attribute,cantilever,9
Precedents,V&A Spiral,has Attribute,Attribute,undulating,12
Precedents,V&A Spiral,has Principle,Principle,catalysmic disruption,15
Precedents,V&A Spiral,has Principle,Principle,rupture,5
Precedents,V&A Spiral,has Principle,Principle,anachronistic,11
Precedents,V&A Spiral,has Principle,Principle,interpenetrate,10
Precedents,V&A Spiral,has Principle,Principle,folded,8
Precedents,V&A Spiral,has Principle,Principle,misalign,6
Precedents,V&A Spiral,has Principle,Principle,interlocking,14
Precedents,V&A Spiral,relates to,Sub-Aspects,Operation: Fold,13
Precedents,"Venice Hospital, Le Corbusier",is designed by,Architect,Le Corbusier,9
Precedents,"Venice Hospital, Le Corbusier",is designed/built in,Year,1965,8
Precedents,"Venice Hospital, Le Corbusier",is located in,Location,Italy,6
Precedents,"Venice Hospital, Le Corbusier",has Style,Style,Modern,12
Precedents,"Venice Hospital, Le Corbusier",serves as a ,Programme,Hospital,12
Precedents,"Venice Hospital, Le Corbusier",has Attribute,Attribute,modular,7
Precedents,"Venice Hospital, Le Corbusier",has Attribute,Attribute,courtyard,7
Precedents,"Venice Hospital, Le Corbusier",has Attribute,Attribute,clerestory windows,9
Precedents,"Venice Hospital, Le Corbusier",has Principle,Principle,machine for living,12
Precedents,"Venice Hospital, Le Corbusier",has Principle,Principle,seamless,15
Precedents,"Venice Hospital, Le Corbusier",has Principle,Principle,interconnectivity,13
Precedents,"Venice Hospital, Le Corbusier",has Principle,Principle,clustered,12
Precedents,"Venice Hospital, Le Corbusier",relates to,Sub-Aspects,Spatial Organisation: Grid,9
Precedents,Philips Pavilion,is designed by,Architect,Le Corbusier,9
Precedents,Philips Pavilion,is designed by,Architect,Iannis Xenakis,12
Precedents,Philips Pavilion,is designed/built in,Year,1958,9
Precedents,Philips Pavilion,is located in,Location,Belgium,5
Precedents,Philips Pavilion,has Style,Style,Modern,7
Precedents,Philips Pavilion,serves as a ,Programme,Pavilion,11
Precedents,Philips Pavilion,is built using,Material,Concrete,9
Precedents,Philips Pavilion,has Attribute,Attribute,sound,9
Precedents,Philips Pavilion,has Attribute,Attribute,harmony,12
Precedents,Philips Pavilion,has Attribute,Attribute,expo,10
Precedents,Philips Pavilion,has Attribute,Attribute,electronic,10
Precedents,Philips Pavilion,has Principle,Principle,gastalt,14
Precedents,Philips Pavilion,has Principle,Principle,temporary,8
Precedents,Philips Pavilion,has Principle,Principle,utopia,14
Precedents,Philips Pavilion,has Principle,Principle,tension,14
Precedents,Philips Pavilion,has Principle,Principle,algorithm,13
Precedents,Philips Pavilion,relates to,Sub-Aspects,Structure: Tensile,6
Precedents,Villa Shodhan,is designed by,Architect,Le Corbusier,13
Precedents,Villa Shodhan,is designed/built in,Year,1954,14
Precedents,Villa Shodhan,is located in,Location,India,7
Precedents,Villa Shodhan,has Style,Style,Modern,10
Precedents,Villa Shodhan,serves as a ,Programme,Residence,6
Precedents,Villa Shodhan,is built using,Material,Concrete,9
Precedents,Villa Shodhan,has Attribute,Attribute,clerestory windows,7
Precedents,Villa Shodhan,has Principle,Principle,porous,9
Precedents,Villa Shodhan,has Principle,Principle,rectilinear,15
Precedents,Villa Shodhan,relates to,Sub-Aspects,Spatial Organisation: Grid,12
Precedents,Vitra Fire Station,is designed by,Architect,Zaha Hadid Architects,6
Precedents,Vitra Fire Station,is designed/built in,Year,1993,8
Precedents,Vitra Fire Station,is located in,Location,Germany,8
Precedents,Vitra Fire Station,has Style,Style,Contemporary,8
Precedents,Vitra Fire Station,serves as a ,Programme,Museum,5
Precedents,Vitra Fire Station,serves as a ,Programme,Civic Building,14
Precedents,Vitra Fire Station,is built using,Material,Concrete,9
Precedents,Vitra Fire Station,is built using,Material,Glass ,10
Precedents,Vitra Fire Station,is built using,Material,Steel,8
Precedents,Vitra Fire Station,has Attribute,Attribute,layered,10
Precedents,Vitra Fire Station,has Attribute,Attribute,prismatic,11
Precedents,Vitra Fire Station,has Attribute,Attribute,stretching,5
Precedents,Vitra Fire Station,has Attribute,Attribute,screen,9
Precedents,Vitra Fire Station,has Principle,Principle,linear,5
Precedents,Vitra Fire Station,has Principle,Principle,hermetic,9
Precedents,Vitra Fire Station,has Principle,Principle,frozen,5
Precedents,Vitra Fire Station,has Principle,Principle,sharpness,6
Precedents,Vitra Fire Station,relates to,Sub-Aspects,Operation: Slot,7
Precedents,Vuoksenniska Church,is designed by,Architect,Alvar Aalto,8
Precedents,Vuoksenniska Church,is designed/built in,Year,1958,6
Precedents,Vuoksenniska Church,is located in,Location,Finland,13
Precedents,Vuoksenniska Church,has Style,Style,Modern,7
Precedents,Vuoksenniska Church,serves as a ,Programme,Religious,9
Precedents,Vuoksenniska Church,is built using,Material,Brick,9
Precedents,Vuoksenniska Church,is built using,Material,Concrete,12
Precedents,Vuoksenniska Church,is built using,Material,Copper,6
Precedents,Vuoksenniska Church,has Attribute,Attribute,motifs,5
Precedents,Vuoksenniska Church,has Attribute,Attribute,moveable walls,8
Precedents,Vuoksenniska Church,has Attribute,Attribute,triangular,9
Precedents,Vuoksenniska Church,has Principle,Principle,social,6
Precedents,Vuoksenniska Church,has Principle,Principle,asymmetrical,11
Precedents,Vuoksenniska Church,relates to,Sub-Aspects,Circulation: Linear,13
Precedents,W. A. Glasner House,is designed by,Architect,Frank Lloyd Wright,11
Precedents,W. A. Glasner House,is designed/built in,Year,1905,10
Precedents,W. A. Glasner House,is located in,Location,United States,9
Precedents,W. A. Glasner House,has Style,Style,Prairie School,15
Precedents,W. A. Glasner House,serves as a ,Programme,Residence,11
Precedents,W. A. Glasner House,is built using,Material,Wood,11
Precedents,W. A. Glasner House,is built using,Material,Glass,6
Precedents,W. A. Glasner House,has Attribute,Attribute,octagonal,7
Precedents,W. A. Glasner House,has Principle,Principle,asymmetrical,15
Precedents,W. A. Glasner House,relates to,Sub-Aspects,Ordering Principles: Axis,8
Precedents,Walt Disney Concert Hall,is designed by,Architect,Frank Gehry,13
Precedents,Walt Disney Concert Hall,is designed/built in,Year,2003,5
Precedents,Walt Disney Concert Hall,is located in,Location,United States,15
Precedents,Walt Disney Concert Hall,has Style,Style,Deconstructivism,12
Precedents,Walt Disney Concert Hall,serves as a ,Programme,Concert Hall / Theatre,5
Precedents,Walt Disney Concert Hall,is built using,Material,Steel,5
Precedents,Walt Disney Concert Hall,is built using,Material,Glass,7
Precedents,Walt Disney Concert Hall,has Attribute,Attribute,skylight,13
Precedents,Walt Disney Concert Hall,has Attribute,Attribute,undulating,13
Precedents,Walt Disney Concert Hall,has Attribute,Attribute,angled,6
Precedents,Walt Disney Concert Hall,has Principle,Principle,curvilinear,6
Precedents,Walt Disney Concert Hall,has Principle,Principle,asymmetrical,5
Precedents,Walt Disney Concert Hall,relates to,Sub-Aspects,Structure: Steel Frame,6
Precedents,Wingspread,is designed by,Architect,Frank Lloyd Wright,6
Precedents,Wingspread,is designed/built in,Year,1937,14
Precedents,Wingspread,is located in,Location,United States,7
Precedents,Wingspread,has Style,Style,Prairie School,14
Precedents,Wingspread,serves as a ,Programme,Residence,11
Precedents,Wingspread,is built using,Material,Brick,5
Precedents,Wingspread,has Attribute,Attribute,skylight,6
Precedents,Wingspread,relates to,Sub-Aspects,Spatial Organisations: Radial,9
Sub-Aspects,Operation: Subtract,is part of,Aspects,Operation,7
Sub-Aspects,Operation: Curve,is part of,Aspects,Operation,13
Sub-Aspects,Structure: Space Frame,is part of,Aspects,Structure,15
Sub-Aspects,Ordering Principle: Symmetry,is part of,Aspects,Ordering Principle,12
Sub-Aspects,Spatial Organisation: Clustered,is part of,Aspects,Spatial Organisation,10
Sub-Aspects,Structure: Tensile,is part of,Aspects,Structure,6
Sub-Aspects,Operation: Modular,is part of,Aspects,Operation,6
Sub-Aspects,Site: Climate,is part of,Aspects,Site,9
Sub-Aspects,Operation: Crumple,is part of,Aspects,Operation,12
Sub-Aspects,Operation: Fold,is part of,Aspects,Operation,14
Sub-Aspects,Circulation: Linear,is part of,Aspects,Circulation,9
Sub-Aspects,Circulation: Ramp,is part of,Aspects,Circulation,12
Sub-Aspects,Site: Topography,is part of,Aspects,Site,7
Sub-Aspects,Spatial Organisation: Linear,is part of,Aspects,Spatial Organisation,15
Sub-Aspects,Operation: Inflate,is part of,Aspects,Operation,12
Sub-Aspects,Ordering Principle: Axis,is part of,Aspects,Ordering Principle,9
Sub-Aspects,Ordering Principle: Repetition,is part of,Aspects,Ordering Principle,10
Sub-Aspects,Ordering Principle: Hierachy,is part of,Aspects,Ordering Principle,12
Sub-Aspects,Spatial Organisation: Centralised,is part of,Aspects,Spatial Organisation,14
Sub-Aspects,Site: Heritage,is part of,Aspects,Site,9
Year,1656,is part of,Style,Baroque,1
Year,1772,is part of,Style,Baroque,1
Year,1656,is part of,Style,Rococo,1
Year,1772,is part of,Style,Rococo,1
Year,1772,is part of,Style,Neoclassicism,1
Year,1905,is part of,Style,Neoclassicism,1
Year,1909,is part of,Style,Neoclassicism,1
Year,1922,is part of,Style,Neoclassicism,1
Year,1925,is part of,Style,Neoclassicism,1
Year,1905,is part of,Style,Art Nouveau,1
Year,1909,is part of,Style,Art Nouveau,1
Year,1905,is part of,Style,Beaux Arts,1
Year,1909,is part of,Style,Beaux Arts,1
Year,1922,is part of,Style,Beaux Arts,1
Year,1925,is part of,Style,Beaux Arts,1
Year,1905,is part of,Style,Neo-Gothic,1
Year,1909,is part of,Style,Neo-Gothic,1
Year,1922,is part of,Style,Neo-Gothic,1
Year,1925,is part of,Style,Neo-Gothic,1
Year,1928,is part of,Style,Neo-Gothic,1
Year,1929,is part of,Style,Neo-Gothic,1
Year,1925,is part of,Style,Art Deco,1
Year,1928,is part of,Style,Art Deco,1
Year,1929,is part of,Style,Art Deco,1
Year,1937,is part of,Style,Art Deco,1
Year,1905,is part of,Style,Modern,1
Year,1909,is part of,Style,Modern,1
Year,1922,is part of,Style,Modern,1
Year,1925,is part of,Style,Modern,1
Year,1928,is part of,Style,Modern,1
Year,1929,is part of,Style,Modern,1
Year,1937,is part of,Style,Modern,1
Year,1939,is part of,Style,Modern,1
Year,1947,is part of,Style,Modern,1
Year,1948,is part of,Style,Modern,1
Year,1949,is part of,Style,Modern,1
Year,1952,is part of,Style,Modern,1
Year,1954,is part of,Style,Modern,1
Year,1958,is part of,Style,Modern,1
Year,1962,is part of,Style,Modern,1
Year,1963,is part of,Style,Modern,1
Year,1965,is part of,Style,Modern,1
Year,1967,is part of,Style,Modern,1
Year,1970,is part of,Style,Modern,1
Year,1972,is part of,Style,Modern,1
Year,1973,is part of,Style,Modern,1
Year,1977,is part of,Style,Modern,1
Year,1978,is part of,Style,Modern,1
Year,1984,is part of,Style,Modern,1
Year,1986,is part of,Style,Modern,1
Year,1987,is part of,Style,Modern,1
Year,1988,is part of,Style,Modern,1
Year,1993,is part of,Style,Modern,1
Year,1994,is part of,Style,Modern,1
Year,1995,is part of,Style,Modern,1
Year,1996,is part of,Style,Modern,1
Year,1997,is part of,Style,Modern,1
Year,1998,is part of,Style,Modern,1
Year,1999,is part of,Style,Modern,1
Year,2000,is part of,Style,Modern,1
Year,2003,is part of,Style,Modern,1
Year,2006,is part of,Style,Modern,1
Year,2007,is part of,Style,Modern,1
Year,2009,is part of,Style,Modern,1
Year,2010,is part of,Style,Modern,1
Year,2013,is part of,Style,Modern,1
Year,2014,is part of,Style,Modern,1
Year,2015,is part of,Style,Modern,1
Year,2016,is part of,Style,Modern,1
Year,2017,is part of,Style,Modern,1
Year,2019,is part of,Style,Modern,1
Year,1972,is part of,Style,Postmodern,1
Year,1973,is part of,Style,Postmodern,1
Year,1977,is part of,Style,Postmodern,1
Year,1978,is part of,Style,Postmodern,1
Year,1984,is part of,Style,Postmodern,1
Year,1986,is part of,Style,Postmodern,1
Year,1987,is part of,Style,Postmodern,1
Year,1988,is part of,Style,Postmodern,1
Year,1993,is part of,Style,Postmodern,1
Year,1994,is part of,Style,Postmodern,1
Year,1995,is part of,Style,Postmodern,1
Year,1996,is part of,Style,Postmodern,1
Year,1997,is part of,Style,Postmodern,1
Year,1998,is part of,Style,Postmodern,1
Year,1999,is part of,Style,Postmodern,1
Year,2000,is part of,Style,Postmodern,1
Year,2003,is part of,Style,Postmodern,1
Year,2006,is part of,Style,Postmodern,1
Year,2007,is part of,Style,Postmodern,1
Year,2009,is part of,Style,Postmodern,1
Year,2010,is part of,Style,Postmodern,1
Year,2013,is part of,Style,Postmodern,1
Year,2014,is part of,Style,Postmodern,1
Year,2015,is part of,Style,Postmodern,1
Year,2016,is part of,Style,Postmodern,1
Year,2017,is part of,Style,Postmodern,1
Year,2019,is part of,Style,Postmodern,1
Year,1997,is part of,Style,Neo-futurism,1
Year,1998,is part of,Style,Neo-futurism,1
Year,1999,is part of,Style,Neo-futurism,1
Year,2000,is part of,Style,Neo-futurism,1
Year,2003,is part of,Style,Neo-futurism,1
Year,2006,is part of,Style,Neo-futurism,1
Year,2007,is part of,Style,Neo-futurism,1
Year,2009,is part of,Style,Neo-futurism,1
Year,2010,is part of,Style,Neo-futurism,1
Year,2013,is part of,Style,Neo-futurism,1
Year,2014,is part of,Style,Neo-futurism,1
Year,2015,is part of,Style,Neo-futurism,1
Year,2016,is part of,Style,Neo-futurism,1
Year,2017,is part of,Style,Neo-futurism,1
Year,2019,is part of,Style,Neo-futurism,1
